nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_writers
nm0193485,Richard Curtis,1956,\N,"writer,producer,director","tt0314331,tt0109831,tt2194499,tt1131729",nm0193485
nm0193854,Neil Cuthbert,\N,\N,writer,"tt0180052,tt0132347,tt0098193,tt0107120",nm0193854
nm0196932,Julie Margaret Hogben,\N,\N,"writer,miscellaneous,producer","tt0108894,tt0200276,tt1182887,tt8543390",nm0196932
nm0197855,John Francis Daley,1985,\N,"actor,writer,producer","tt2250912,tt0348333,tt1524930,tt0460627",nm0197855
nm0198557,Salvador Dalí,1904,1989,"writer,art_department,actor","tt0318155,tt0044555,tt0038109,tt0021577",nm0198557
nm0201509,Eric Darnell,1961,\N,"writer,miscellaneous,director","tt0120587,tt0351283,tt0479952,tt13050556",nm0201509
nm0202425,Ken Daurio,\N,\N,"writer,producer,director","tt0258470,tt0451079,tt11808942,tt1323594",nm0202425
nm0203183,Lisa Davidowitz,\N,\N,writer,"tt0369100,tt0263757",nm0203183
nm0203577,Andrew Davies,1936,\N,"writer,producer,script_department","tt1509767,tt1856010,tt0243155,tt0317198",nm0203577
nm0204000,Tod Davies,1955,\N,"art_department,producer,actress","tt1379734,tt0120669,tt0096875,tt0167454",nm0204000
nm0204030,Will Davies,\N,\N,"writer,producer,script_department","tt0105477,tt0892769,tt6921996,tt0424095",nm0204030
nm0208854,Rolf de Heer,1951,\N,"producer,director,writer","tt0466399,tt3244512,tt0106341,tt0338706",nm0208854
nm0210320,Kirk DeMicco,1969,\N,"writer,director,soundtrack","tt6338498,tt0376105,tt0481499,tt3874544",nm0210320
nm0211823,Steven E. de Souza,1947,\N,"writer,producer,miscellaneous","tt0088944,tt0083511,tt0325703,tt0095016",nm0211823
nm0213450,Dean DeBlois,1970,\N,"writer,animation_department,art_department","tt0275847,tt0892769,tt1646971,tt2386490",nm0213450
nm0214659,Brian Degas,1935,2020,"writer,producer,script_department","tt0103577,tt0055701,tt0062711,tt0062861",nm0214659
nm0214989,Paul Dehn,1912,1976,"writer,music_department,producer","tt0071877,tt0058150,tt0059749,tt0065462",nm0214989
nm0215455,Ronnie Del Carmen,1959,\N,"art_department,animation_department,miscellaneous","tt0166813,tt2096673,tt0111970,tt1049413",nm0215455
nm0217258,Enzo Dell'Aquila,\N,\N,"writer,director,assistant_director","tt0171279,tt0062157,tt0197806,tt0171038",nm0217258
nm0218621,James DeMonaco,1969,\N,"writer,producer,director","tt2975578,tt4094724,tt2184339,tt6133466",nm0218621
nm0219670,Roger Q. Denny,\N,\N,"writer,director","tt0240595,tt0350692,tt0844342,tt1523482",nm0219670
nm0220600,Scott Derrickson,1966,\N,"producer,director,writer","tt1922777,tt2377322,tt1211837,tt7144666",nm0220600
nm0223939,Michael Di Jiacomo,\N,\N,"writer,director,producer","tt1396523,tt1034293,tt0118621,tt8219248",nm0223939
nm0223964,Fernando Di Leo,1932,2003,"writer,director,actor","tt0067429,tt0072010,tt0069818,tt0068902",nm0223964
nm0224634,I.A.L. Diamond,1920,1988,"writer,producer,soundtrack","tt0053604,tt0066249,tt0060424,tt0053291",nm0224634
nm0225820,Joan Didion,1934,2021,"writer,miscellaneous","tt0075265,tt1517451,tt7456312,tt0118055",nm0225820
nm0225942,William Diehl,1924,2006,"writer,director,actor","tt0790749,tt0117381,tt9189260,tt0257122",nm0225942
nm0227704,Paul Dini,1957,\N,"writer,producer,miscellaneous","tt0411008,tt0103359,tt0147746,tt0118266",nm0227704
nm0228262,Mark DiSalle,\N,\N,"producer,actor,writer","tt4824302,tt3082898,tt0092675,tt0097659",nm0228262
nm0228492,Steve Ditko,1927,2018,"writer,producer,miscellaneous","tt2250912,tt0145487,tt0948470,tt0316654",nm0228492
nm0229694,David Dobkin,1969,\N,"producer,director,writer","tt1972591,tt0790736,tt1872194,tt8580274",nm0229694
nm0230032,Pete Docter,1968,\N,"producer,writer,director","tt2096673,tt1049413,tt0910970,tt2948372",nm0230032
nm0230058,Ali Afshar,\N,\N,"actor,producer,writer","tt0120188,tt4303202,tt13055780,tt1001508",nm0230058
nm0230666,Walt Dohrn,1970,\N,"writer,actor,art_department","tt1679335,tt0892791,tt0864835,tt0413267",nm0230666
nm0230859,Xavier Dolan,1989,\N,"actor,director,writer","tt1600524,tt3612616,tt2427892,tt1424797",nm0230859
nm0231596,Andrew Dominik,1967,\N,"director,writer,camera_department","tt0221073,tt0443680,tt1655389,tt1764234",nm0231596
nm0231946,Heather Donahue,1974,\N,"actress,writer","tt0204175,tt0289830,tt0185937,tt0220034",nm0231946
nm0233112,Fabrizio Donvito,\N,\N,"producer,writer,visual_effects","tt3741632,tt9207700,tt2465578,tt11892916",nm0233112
nm0235719,John Erick Dowdle,1972,\N,"writer,director,producer","tt1082868,tt1781922,tt2870612,tt1314655",nm0235719
nm0236966,Matt Drake,\N,\N,writer,"tt0115369,tt1636826,tt1196948,tt0212604",nm0236966
nm0238256,Kevin Droney,1948,\N,"writer,producer,script_department","tt0112893,tt0131646,tt0103442,tt0113855",nm0238256
nm0238668,Ann Druyan,1949,\N,"writer,director,producer","tt0081846,tt2395695,tt11170862,tt0118884",nm0238668
nm0238757,Derek Drymon,1968,\N,"writer,art_department,soundtrack","tt0154061,tt5774060,tt0206512,tt1469304",nm0238757
nm0238841,Don Mancini,1963,\N,"writer,producer,director","tt0387575,tt0144120,tt0094862,tt3280262",nm0238841
nm0238898,Daphne Du Maurier,1907,1989,writer,"tt0069995,tt2235695,tt0032976,tt0056869",nm0238898
nm0239051,Louise DuArt,1950,\N,"actress,soundtrack,producer","tt16047114,tt8974850,tt11278476,tt13341848",nm0239051
nm0241416,Alexandre Dumas,1802,1870,"writer,soundtrack","tt0108333,tt0120744,tt1509767,tt0245844",nm0241416
nm0242756,Ryan Dunn,1977,2011,"actor,writer,producer","tt0493430,tt1594278,tt1116184,tt0322802",nm0242756
nm0242757,Sam Dunn,\N,\N,"producer,director,writer","tt1545103,tt4130418,tt0478209,tt3228830",nm0242757
nm0242869,John Gregory Dunne,1932,2003,writer,"tt1517451,tt0118055,tt0067549,tt0075265",nm0242869
nm0243233,Mark Duplass,1976,\N,"actor,producer,writer","tt1742336,tt2428170,tt1862079,tt3654796",nm0243233
nm0244110,Todd Durham,\N,\N,"writer,producer,director","tt0837562,tt2510894,tt0141270",nm0244110
nm0247653,Kevin Eastman,1962,\N,"writer,actor,producer","tt0100758,tt1291150,tt0103060,tt0108308",nm0247653
nm0248942,Uli Edel,1947,\N,"director,writer,producer","tt0082176,tt0097714,tt2293522,tt0765432",nm0248942
nm0249291,Joel Edgerton,1974,\N,"actor,writer,producer","tt1343092,tt4178092,tt7008872,tt4669986",nm0249291
nm0249897,Cory Edwards,1968,\N,"writer,actor,director","tt0443536,tt0138359,tt0765446,tt0844993",nm0249897
nm0250410,Todd Edwards,1971,\N,"writer,director,actor","tt1019442,tt0138359,tt13609712,tt0443536",nm0250410
nm0250995,Ralph Eggleston,1965,2022,"animation_department,art_department,production_designer","tt0266543,tt2096673,tt0910970,tt0198781",nm0250995
nm0251536,Bernd Eichinger,1949,2011,"producer,writer,actor","tt0363163,tt0396171,tt0765432,tt0091605",nm0251536
nm0254645,Ted Elliott,1961,\N,"writer,producer,miscellaneous","tt0103639,tt1210819,tt0325980,tt0126029",nm0254645
nm0254735,Bret Easton Ellis,1964,\N,"writer,producer,director","tt0144084,tt2292959,tt0093407,tt0292644",nm0254735
nm0255278,James Ellroy,1948,\N,"writer,producer,actor","tt0185014,tt0387877,tt0119488,tt0421073",nm0255278
nm0255296,Carl Ellsworth,\N,\N,"writer,miscellaneous,actor","tt0486822,tt1234719,tt10059518,tt0421239",nm0255296
nm0256079,Matt Ember,1961,\N,"producer,writer,script_department","tt0427229,tt0848537,tt0425061,tt2224026",nm0256079
nm0257424,Dave England,1969,\N,"actor,writer,miscellaneous","tt11466222,tt0493430,tt1116184,tt0322802",nm0257424
nm0257513,Ryan Engle,1979,\N,"writer,director,producer","tt2024469,tt1590193,tt7137846,tt2231461",nm0257513
nm0258059,Thom Enriquez,\N,\N,"art_department,animation_department,production_designer","tt1001526,tt0087332,tt0119282,tt0130623",nm0258059
nm0258390,Jack Epps Jr.,1949,\N,"writer,camera_department,producer","tt0092099,tt0099422,tt0118615,tt1745960",nm0258390
nm0258493,Julius J. Epstein,1909,2000,"writer,producer","tt0084591,tt0036613,tt0069080,tt0034583",nm0258493
nm0258525,Philip G. Epstein,1909,1952,"writer,producer","tt0029303,tt0037094,tt0034583,tt0036613",nm0258525
nm0260675,John Eskow,\N,\N,"writer,producer","tt0098097,tt12586592,tt0120746,tt0099005",nm0260675
nm0262325,Jeffrey Eugenides,1960,\N,"writer,actor","tt3529612,tt0159097,tt0889573,tt2107824",nm0262325
nm0262595,Bruce A. Evans,1946,\N,"writer,producer,director","tt0092005,tt0780571,tt0104647,tt0088172",nm0262595
nm0264338,Carlos Ezquerra,1947,2018,writer,"tt3142252,tt1343727,tt6873692,tt0113492",nm0264338
nm0266045,Adriana Falcão,\N,\N,"writer,producer,script_department","tt0271383,tt4690052,tt0448927,tt0457076",nm0266045
nm0266049,João Falcão,1958,\N,"writer,director,music_department","tt2145850,tt0367975,tt0271383,tt0457076",nm0266049
nm0266673,Barry Fanaro,\N,\N,"producer,writer,miscellaneous","tt0116778,tt0088526,tt0120912,tt0762107",nm0266673
nm0266684,Hampton Fancher,1938,\N,"actor,writer,director","tt0097880,tt0083658,tt0151582,tt1856101",nm0266684
nm0267287,Coralie Fargeat,\N,\N,"director,writer,assistant_director","tt4268262,tt6738136,tt17526714,tt0396909",nm0267287
nm0267805,Todd Farmer,1968,\N,"writer,actor,producer","tt0425430,tt0211443,tt1502404,tt1179891",nm0267805
nm0268779,Howard Fast,1914,2003,writer,"tt0054331,tt0040720,tt0363319,tt0772139",nm0268779
nm0269502,John Fawcett,1968,\N,"director,producer,writer","tt0411267,tt0210070,tt0118763,tt2234222",nm0269502
nm0271501,Julian Fellowes,1949,\N,"writer,actor,producer","tt1606375,tt1031241,tt0280707,tt0369053",nm0271501
nm0272090,Thomas Fenton,\N,\N,"writer,camera_department,director","tt0106761,tt0128620,tt0890870,tt2537176",nm0272090
nm0272324,Spike Feresten,1964,\N,"writer,producer,miscellaneous","tt0247113,tt0389790,tt0285669,tt0098904",nm0272324
nm0272511,Larry Ferguson,1940,\N,"writer,actor,director","tt0091203,tt0103644,tt0246894,tt0099810",nm0272511
nm0274905,Michael Ferris,1961,\N,"writer,miscellaneous,producer","tt0986263,tt0113957,tt0119174,tt0181852",nm0274905
nm0275244,Larry Fessenden,1963,\N,"actor,producer,director","tt0275067,tt0113241,tt1464580,tt1172994",nm0275244
nm0275264,Joachim Fest,1926,2006,"miscellaneous,writer,director","tt6521350,tt0191182,tt0363163,tt1882586",nm0275264
nm0275286,David S. Goyer,1965,\N,"writer,producer,director","tt1441135,tt0468569,tt0372784,tt0118929",nm0275286
nm0275486,Tina Fey,1970,\N,"writer,actress,producer","tt0496424,tt1279935,tt0377092,tt1850457",nm0275486
nm0276144,Helen Fielding,1958,\N,"writer,actress,producer","tt0243155,tt0317198,tt15392502,tt1473832",nm0276144
nm0276169,Tom Holland,1943,\N,"actor,writer,director","tt0086154,tt0089175,tt0094862,tt0117894",nm0276169
nm0276252,Herbert Fields,1897,1958,"writer,actor","tt0048171,tt0030293,tt0021859,tt0027915",nm0276252
nm0276882,Jeff Filgo,\N,\N,"producer,writer,miscellaneous","tt1196141,tt0165598,tt0810922,tt0496312",nm0276882
nm0277730,Bill Finger,1914,1974,"writer,miscellaneous","tt12361974,tt1877830,tt7286456,tt0974015",nm0277730
nm0278626,Richard Fire,1945,2015,"writer,actor,miscellaneous","tt0238081,tt0099763,tt0095889,tt0101502",nm0278626
nm0280919,Ennio Flaiano,1910,1972,"writer,actor,assistant_director","tt0053779,tt0038891,tt0056801,tt0050783",nm0280919
nm0285379,Maya Forbes,\N,\N,"producer,writer,miscellaneous","tt0103466,tt2788432,tt0892782,tt1969062",nm0285379
nm0286121,Jean-Claude Forest,1930,1998,"writer,animation_department,art_department","tt5929888,tt4416750,tt22741444,tt0062711",nm0286121
nm0286790,Eric Forsberg,1959,\N,"writer,director,producer","tt0816594,tt1587807,tt0426396,tt4545704",nm0286790
nm0289708,Oscar Fraley,1914,1994,writer,"tt0094226,tt0106165,tt0052522,tt0051328",nm0289708
nm0289833,Michael France,1962,2013,writer,"tt0113189,tt0106582,tt0330793,tt0120667",nm0289833
nm0291082,Scott Frank,1960,\N,"writer,producer,director","tt3315342,tt0427470,tt10048342,tt0120780",nm0291082
nm0291905,David Franzoni,1947,\N,"writer,producer,director","tt0349683,tt0172495,tt0118607,tt0103973",nm0291905
nm0292712,Derek Freda,\N,\N,"producer,miscellaneous,production_manager","tt3063516,tt0119664,tt6495770,tt1116184",nm0292712
nm0293139,Alan Freedland,1964,\N,"producer,writer,miscellaneous","tt0118375,tt1231583,tt0317364,tt4543708",nm0293139
nm0293480,Leonard Freeman,1920,1974,"writer,producer,actor","tt0061747,tt0053534,tt1600194,tt0062568",nm0293480
nm0294379,Juan Carlos Fresnadillo,1967,\N,"producer,director,writer","tt0116233,tt0463854,tt0220580,tt1634121",nm0294379
nm0294997,Jason Friedberg,1970,\N,"writer,director,producer","tt1213644,tt0799949,tt1666186,tt1073498",nm0294997
nm0295165,Brent V. Friedman,1962,\N,"producer,writer,executive","tt0119707,tt0115151,tt0244365,tt0318252",nm0295165
nm0295791,John Frink,1959,\N,"producer,writer,miscellaneous","tt0096697,tt0118506,tt0462538,tt1985949",nm0295791
nm0297934,Kenta Fukasaku,1972,\N,"director,writer,assistant_director","tt1043877,tt0338763,tt0083726,tt0266308",nm0297934
nm0299134,Jorge Furtado,1959,\N,"writer,director,miscellaneous","tt0322629,tt7216954,tt0367859,tt0416979",nm0299134
nm0299301,John Fusco,\N,\N,"writer,producer,actor","tt0096487,tt0317648,tt1860242,tt0166813",nm0299301
nm0301274,Neil Gaiman,1960,\N,"writer,producer,miscellaneous","tt0119698,tt0486655,tt0442933,tt1869454",nm0301274
nm0301826,Bob Gale,1951,\N,"writer,director,producer","tt0088763,tt0099088,tt0096874,tt0165832",nm0301826
nm0301961,Henrik Galeen,1881,1949,"writer,director,actor","tt0004026,tt0017438,tt0013442,tt0017621",nm0301961
nm0303056,Lew Gallo,1928,2000,"producer,actor,writer","tt0053183,tt0081825,tt0057393,tt0762107",nm0303056
nm0304665,Lowell Ganz,1948,\N,"writer,producer,miscellaneous","tt0358082,tt0088161,tt0098067,tt0109936",nm0304665
nm0304830,Robert Ben Garant,1970,\N,"producer,writer,actor","tt0370194,tt1469304,tt0395699,tt0499554",nm0304830
nm0307257,Brian Garfield,1939,2018,"writer,producer","tt0071402,tt0080889,tt1137450,tt0804461",nm0307257
nm0307497,Alex Garland,1970,\N,"writer,producer,director","tt0470752,tt13841850,tt0289043,tt2798920",nm0307497
nm0308376,Mick Garris,1951,\N,"writer,producer,director","tt7349910,tt0094919,tt0088478,tt0105428",nm0308376
nm0308604,Robert Carson,1909,1983,writer,"tt0075265,tt0047522,tt1517451,tt0029606",nm0308604
nm0309128,Andy Gaskill,1951,\N,"art_department,animation_department,miscellaneous","tt0110357,tt0097757,tt0084827,tt0119282",nm0309128
nm0309307,Kyle Gass,1960,\N,"actor,soundtrack,writer","tt0180241,tt0365830,tt0115798,tt0319343",nm0309307
nm0309633,Tudor Gates,1930,2007,"writer,producer,director","tt0074689,tt0070674,tt0062711,tt0199723",nm0309633
nm0309691,John Gatins,\N,\N,"actor,writer,producer","tt0433035,tt0477051,tt1907668,tt0265298",nm0309691
nm0310087,Peter Gaulke,\N,\N,"writer,actor,producer","tt0239949,tt0265087,tt0489282,tt0438097",nm0310087
nm0311316,Jack Geasland,\N,\N,"writer,producer","tt0306718,tt0094964",nm0311316
nm0312367,Bruce Geller,1930,1978,"writer,producer,soundtrack","tt0061277,tt2381249,tt0060009,tt0117060",nm0312367
nm0313570,Peter George,1924,1966,writer,tt0057012,nm0313570
nm0314153,Steve Gerber,1947,2008,"miscellaneous,writer","tt0091225,tt0118266,tt2015381,tt3896198",nm0314153
nm0314665,Chris Gerolmo,\N,\N,"writer,music_department,producer","tt0446241,tt0105830,tt0112681,tt0095647",nm0314665
nm0314870,Daniel Gerson,1966,2016,"writer,actor,miscellaneous","tt2245084,tt0198781,tt0396555,tt1453405",nm0314870
nm0315041,Ricky Gervais,1961,\N,"writer,producer,actor","tt0445114,tt1058017,tt0995039,tt0290978",nm0315041
nm0317279,Raynold Gideon,\N,\N,"actor,writer,producer","tt0092005,tt0112760,tt0780571,tt0088172",nm0317279
nm0317450,Dr. Seuss,1904,1991,"writer,producer,soundtrack","tt0248875,tt1482459,tt2709692,tt0170016",nm0317450
nm0317493,Keith Giffen,1952,\N,"writer,animation_department,art_department","tt4154796,tt2015381,tt4154756,tt3896198",nm0317493
nm0317834,Mateo Gil,1972,\N,"writer,director,assistant_director","tt4074928,tt1186830,tt0369702,tt0125659",nm0317834
nm0319213,Vince Gilligan,1967,\N,"producer,writer,director","tt0903747,tt3032476,tt9243946,tt0106179",nm0319213
nm0319659,Dan Gilroy,1959,\N,"writer,director,producer","tt7043012,tt2872718,tt3731562,tt6000478",nm0319659
nm0320510,José Giovanni,1923,2004,"writer,director,actor","tt0095651,tt0063488,tt0231782,tt0180032",nm0320510
nm0320786,Jean 'Moebius' Giraud,1938,2012,"art_department,writer,director","tt0096446,tt0119116,tt0096754,tt0084827",nm0320786
nm0322368,Francis Glebas,1953,\N,"art_department,director,animation_department","tt0119282,tt0103639,tt0110357,tt0114148",nm0322368
nm0323708,Alain Godard,\N,\N,"writer,producer","tt2909116,tt0215750,tt1701210,tt0091605",nm0323708
nm0324875,Menahem Golan,1929,2014,"producer,writer,director","tt0089489,tt0090859,tt0093692,tt0080380",nm0324875
nm0325175,Daniel Goldberg,\N,\N,"producer,writer,assistant_director","tt0079540,tt0110216,tt0083131,tt0117705",nm0325175
nm0325267,Mel Goldberg,1922,2015,writer,"tt0058791,tt0043238,tt0061747,tt0062568",nm0325267
nm0325533,Michael Goldenberg,1965,\N,"writer,director,producer","tt0373889,tt0118884,tt1133985,tt0316396",nm0325533
nm0325653,Daniel Goldin,\N,\N,"writer,script_department,miscellaneous","tt0281432,tt0099365,tt0105078",nm0325653
nm0325662,Joshua Goldin,\N,\N,"writer,producer,director","tt0099365,tt2761630,tt0857275,tt0455275",nm0325662
nm0325743,Bo Goldman,1932,\N,"writer,producer,script_department","tt0073486,tt0119643,tt0105323,tt0081150",nm0325743
nm0325778,Gary Goldman,1953,\N,"writer,producer,miscellaneous","tt0100802,tt0181689,tt1386703,tt0435705",nm0325778
nm0326040,Akiva Goldsman,1962,\N,"producer,writer,director","tt0268978,tt0352248,tt0118688,tt12327578",nm0326040
nm0326173,Bruce Goldstein,\N,\N,"writer,director,producer","tt0104993,tt0015324,tt0060675,tt0087419",nm0326173
nm0326246,Jonathan Goldstein,1969,\N,"producer,writer,miscellaneous","tt1499658,tt2906216,tt2704998,tt2250912",nm0326246
nm0326814,Ed Gombert,1951,\N,"animation_department,art_department,writer","tt0114148,tt0120762,tt0103639,tt0110357",nm0326814
nm0327273,Michel Gondry,1963,\N,"director,writer,producer","tt0799934,tt0338013,tt1618445,tt0354899",nm0327273
nm0327944,Alejandro G. Iñárritu,1963,\N,"producer,director,writer","tt2562232,tt1663202,tt1164999,tt0449467",nm0327944
nm0328987,J. Mills Goodloe,1966,\N,"miscellaneous,writer,actor","tt0110478,tt0122151,tt0260924,tt1655441",nm0328987
nm0329304,Frances Goodrich,1890,1984,"writer,soundtrack","tt0038650,tt0025878,tt0047472,tt0040308",nm0329304
nm0330565,Robert Gordon,\N,\N,"writer,producer","tt0177789,tt0120912,tt0346156,tt0339291",nm0330565
nm0330830,Fridrikh Gorenshteyn,1932,2002,writer,"tt0069293,tt0075119,tt0171726,tt0480562",nm0330830
nm0331956,Carl Gottlieb,1938,\N,"writer,producer,actor","tt0077766,tt0082146,tt0085450",nm0331956
nm0332184,Alfred Gough,1967,\N,"writer,producer,director","tt0279600,tt0316654,tt0184894,tt1464540",nm0332184
nm0333240,Greg Grabianski,\N,\N,"writer,director,producer","tt2137993,tt0257106,tt2133321,tt1391696",nm0333240
nm0338169,Michael Green,\N,\N,"producer,writer,miscellaneous","tt1133985,tt1856101,tt0813715,tt3315342",nm0338169
nm0338396,Walon Green,1936,\N,"producer,writer,miscellaneous","tt0106079,tt0098844,tt0065214,tt0067197",nm0338396
nm0338557,Matt Greenberg,\N,\N,"writer,producer,actor","tt0837563,tt0450385,tt0253556,tt1121096",nm0338557
nm0338576,Rob Greenberg,\N,\N,"producer,director,writer","tt3205334,tt1563742,tt4081630,tt0460649",nm0338576
nm0339737,Andre Gregory,1934,\N,"actor,producer,writer","tt0082783,tt0111143,tt0106697,tt0095497",nm0339737
nm0340343,William Lindsay Gresham,1909,1962,writer,"tt7740496,tt0039661,tt0053491",nm0340343
nm0341372,Ted Griffin,1970,\N,"writer,producer,director","tt1493239,tt0129332,tt0240772,tt0325805",nm0341372
nm0341458,Charles B. Griffith,1930,2007,"writer,actor,assistant_director","tt0091419,tt0452608,tt0072856,tt0054033",nm0341458
nm0342278,Jacob Grimm,1785,1863,"writer,script_department","tt0029583,tt0398286,tt1479244,tt5601854",nm0342278
nm0342303,Wilhelm Grimm,1786,1859,"writer,miscellaneous","tt0398286,tt5601854,tt1479244,tt0029583",nm0342303
nm0342617,Tony Grisoni,1952,\N,"writer,producer,director","tt1894476,tt1291544,tt0410764,tt0355295",nm0342617
nm0343165,Winston Groom,1943,2020,"writer,actor","tt0109830,tt0090663,tt1852826,tt0156812",nm0343165
nm0344259,J. Mackye Gruber,\N,\N,"writer,producer,director","tt0156374,tt0289879,tt3520666,tt0756509",nm0344259
nm0344467,Jean-Claude Grumberg,1939,\N,"writer,actor","tt0280653,tt0422015,tt1431720,tt1177066",nm0344467
nm0345427,Gianfrancesco Guarnieri,1934,2006,"actor,director,writer","tt0209700,tt0124388,tt0059281,tt0082317",nm0345427
nm0345593,Bill Gucwa,\N,\N,"writer,actor","tt7394768,tt0918653,tt0179477,tt0131502",nm0345593
nm0347797,Sean Gullette,1968,\N,"actor,writer,producer","tt3003758,tt0138704,tt10150924,tt0180093",nm0347797
nm0348181,James Gunn,1966,\N,"writer,producer,director","tt0439815,tt1333125,tt3896198,tt2015381",nm0348181
nm0351929,Derek Haas,1970,\N,"writer,producer","tt0493464,tt1646980,tt14449470,tt2805096",nm0351929
nm0352443,Albert Hackett,1900,1995,"writer,actor,soundtrack","tt0040308,tt0038650,tt0025878,tt0047472",nm0352443
nm0352778,Bill Hader,1978,\N,"actor,writer,producer","tt3152624,tt1571249,tt2096673,tt7349950",nm0352778
nm0353673,Paul Haggis,1953,\N,"writer,producer,miscellaneous","tt0405159,tt0108756,tt0375679,tt0478134",nm0353673
nm0355054,Jonathan Hales,1937,\N,"writer,actor","tt0121765,tt0103586,tt0277296,tt0088503",nm0355054
nm0355095,Jack Haley,1897,1979,"actor,soundtrack,writer","tt0032138,tt0037151,tt0038091,tt0039075",nm0355095
nm0356539,Brett Halliday,1904,1977,"writer,miscellaneous,script_department","tt0373469,tt0034931,tt0038366,tt0038757",nm0356539
nm0358096,Patrick Hamilton,1904,1962,writer,"tt0047756,tt0031359,tt0036855,tt0040746",nm0358096
nm0359387,John Lee Hancock,1956,\N,"writer,director,producer","tt0878804,tt10016180,tt1860242,tt2140373",nm0359387
nm0359734,Michael Haneke,1942,\N,"director,writer,actor","tt1602620,tt0119167,tt1149362,tt0387898",nm0359734
nm0360253,William Hanna,1910,2001,"producer,director,writer","tt0267913,tt0081933,tt0202179,tt0443706",nm0360253
nm0361971,E.Y. Harburg,1896,1981,"soundtrack,music_department,writer","tt0119094,tt0032138,tt0346156,tt0120184",nm0361971
nm0363125,Kevin Harkey,\N,\N,"art_department,writer,animation_department","tt2294629,tt0120855,tt0816562,tt0116583",nm0363125
nm0363958,Sam Harper,\N,\N,"writer,producer,director","tt0107985,tt0452598,tt0305711,tt1436562",nm0363958
nm0365383,Thomas Harris,1940,\N,writer,"tt0102926,tt0289765,tt0367959,tt0091474",nm0365383
nm0366004,Mary Harron,1953,\N,"director,producer,writer","tt0404802,tt1034007,tt0144084,tt0116594",nm0366004
nm0366337,James V. Hart,1947,\N,"writer,producer,script_department","tt0103874,tt0117110,tt0426931,tt0102057",nm0366337
nm0366454,Moss Hart,1904,1961,"writer,soundtrack,miscellaneous","tt1517451,tt0039416,tt0030993,tt0047522",nm0366454
nm0367838,Ronald Harwood,1934,2020,"writer,actor,producer","tt0455824,tt0401383,tt0253474,tt0260414",nm0367838
nm0367895,Patrick Hasburgh,\N,\N,"writer,producer,miscellaneous","tt2294449,tt0085029,tt0106126,tt1232829",nm0367895
nm0368007,Gustav Hasford,1947,1993,writer,"tt0093058,tt3305192",nm0368007
nm0368051,Izô Hashimoto,1954,\N,"writer,director,producer","tt0094625,tt5275730,tt1029238,tt0203132",nm0368051
nm0368074,Shinobu Hashimoto,1918,2018,"writer,director,producer","tt0042876,tt0056058,tt0051808,tt0044741",nm0368074
nm0369142,Lawrence Hauben,1931,1985,"actor,writer","tt0062138,tt0062597,tt0063955,tt0073486",nm0369142
nm0369564,Thomas Hauser,\N,\N,"writer,producer","tt0084335,tt6290258,tt3263568,tt0101569",nm0369564
nm0369675,Chris Hauty,\N,\N,writer,"tt5090828,tt1023111,tt6349302,tt0116552",nm0369675
nm0369743,Anthony Havelock-Allan,1904,2003,"producer,writer,production_manager","tt0037558,tt0066319,tt0038574,tt0063518",nm0369743
nm0369841,Jean C. Havez,1872,1925,"writer,actor,assistant_director","tt0015324,tt0016332,tt0015163,tt0014341",nm0369841
nm0370907,Billy Hayes,1947,\N,"actor,writer,producer","tt4427988,tt0077928,tt0092585,tt0271798",nm0370907
nm0370928,Carey W. Hayes,1961,\N,"writer,producer,actor","tt0444682,tt0365929,tt1457767,tt3065204",nm0370928
nm0370937,Chad Hayes,1961,\N,"writer,producer,actor","tt0093409,tt0365929,tt1457767,tt3065204",nm0370937
nm0371088,John Michael Hayes,1919,2008,"writer,producer","tt0048750,tt0047396,tt0048728,tt0049470",nm0371088
nm0371684,David Hayter,1969,\N,"actor,producer,writer","tt0290334,tt0409459,tt0365498,tt0120903",nm0371684
nm0372222,Josh Heald,1977,\N,"writer,producer,director","tt7221388,tt1231587",nm0372222
nm0372942,Ben Hecht,1894,1964,"writer,actor,producer","tt0038787,tt0026970,tt0023427,tt0032209",nm0372942
nm0374560,Andres Heinz,\N,\N,"writer,director","tt0120778,tt14465610,tt2034727,tt0947798",nm0374560
nm0377066,Kim Henkel,1946,\N,"writer,producer,actor","tt11755740,tt0110978,tt0072271,tt1572315",nm0377066
nm0378144,Jonathan Hensleigh,1959,\N,"writer,director,producer","tt0120591,tt0330793,tt0120053,tt3758814",nm0378144
nm0378541,Frank Herbert,1920,1986,writer,"tt0087182,tt10466872,tt1160419,tt15239678",nm0378541
nm0378960,Hergé,1907,1983,"writer,art_department","tt0055526,tt1204343,tt0261356,tt0983193",nm0378960
nm0379056,Tim Herlihy,1966,\N,"writer,producer,actor","tt2120120,tt0120888,tt0072562,tt0116483",nm0379056
nm0379179,Mark Herman,1954,\N,"writer,director,producer","tt0914798,tt0147004,tt0115744,tt0246875",nm0379179
nm0380282,Michael Herr,1940,2016,"writer,producer,miscellaneous","tt0119978,tt0078788,tt0093058,tt0801820",nm0380282
nm0380819,William Blake Herron,\N,\N,"writer,producer,director","tt0258463,tt0430922,tt0180242,tt1971459",nm0380819
nm0381221,Adam Herz,1972,\N,"writer,producer,actor","tt1046163,tt0163651,tt0328828,tt1605630",nm0381221
