nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_writers
nm0157787,Stephen Chin,\N,\N,"writer,producer","tt2005151,tt0127722,tt0196857,tt0119237",nm0157787
nm0159039,Felix Chong,1968,\N,"writer,director,actor","tt1349853,tt7183578,tt1852904,tt0338564",nm0159039
nm0161834,Derek Cianfrance,1974,\N,"director,writer,producer","tt1120985,tt1817273,tt2547584,tt5363618",nm0161834
nm0165412,James Clavell,1921,1994,"writer,director,producer","tt0080274,tt0051622,tt0062376,tt0057115",nm0165412
nm0166256,Ron Clements,1953,\N,"writer,director,miscellaneous","tt0119282,tt0780521,tt0103639,tt3521164",nm0166256
nm0166836,Edward F. Cline,1891,1961,"director,actor,writer","tt0011071,tt0011508,tt0011984,tt0012255",nm0166836
nm0167767,Humphrey Cobb,1899,1944,writer,"tt0050825,tt0029511,tt1092566",nm0167767
nm0168379,Jay Cocks,1944,\N,"writer,miscellaneous","tt0490215,tt0114558,tt0217505,tt0106226",nm0168379
nm0168413,Jean Cocteau,1889,1963,"writer,actor,director","tt0038348,tt0054377,tt0041719,tt0039135",nm0168413
nm0168759,Franklin Coen,1912,1990,"writer,producer","tt0030112,tt0068281,tt0031330,tt0059825",nm0168759
nm0169180,Alan R. Cohen,1964,\N,"producer,writer,miscellaneous","tt10627334,tt0118375,tt0317364,tt1231583",nm0169180
nm0169505,Joel Cohen,\N,\N,"writer,actor,producer","tt0356634,tt0119695,tt0114709,tt0349205",nm0169505
nm0169548,Lawrence D. Cohen,\N,\N,"writer,producer,script_department","tt0481452,tt0074285,tt1939659,tt0082449",nm0169548
nm0169806,Taika Waititi,1975,\N,"producer,writer,actor","tt3416742,tt2584384,tt1560139,tt4698684",nm0169806
nm0169959,Daniel Cohn-Bendit,1945,\N,"actor,writer,director","tt0101527,tt0065173,tt0094207,tt20862834",nm0169959
nm0171253,Warren Coleman,\N,\N,"actor,writer,director","tt0107930,tt1402488,tt0366548,tt1219342",nm0171253
nm0171651,Bill Collage,\N,\N,"writer,producer","tt2094766,tt3410834,tt1528100",nm0171651
nm0171722,John Collee,1955,\N,"writer,producer,script_department","tt0311113,tt0366548,tt0974014,tt5461944",nm0171722
nm0173549,Jaime Comas Gil,1936,2021,"writer,producer,production_manager","tt0087303,tt0078925,tt0062035,tt0058461",nm0173549
nm0174024,Doug Compton,\N,\N,"animation_department,art_department,director","tt0149524,tt0268380,tt1134629,tt0327162",nm0174024
nm0175676,Joseph Conrad,1857,1924,writer,"tt0028212,tt10644372,tt0018332,tt0020323",nm0175676
nm0175726,Steve Conrad,1968,\N,"writer,director,producer","tt2543472,tt0359950,tt4687882,tt13148384",nm0175726
nm0177170,Lorna Cook,\N,\N,"animation_department,art_department,writer","tt0120794,tt0110357,tt3014284,tt0166813",nm0177170
nm0177836,Adam Cooper,\N,\N,"writer,producer","tt1528100,tt2938956,tt2094766,tt3410834",nm0177836
nm0177896,Bradley Cooper,1975,\N,"actor,producer,soundtrack","tt1517451,tt1045658,tt2179136,tt1800241",nm0177896
nm0178785,Alec Coppel,1907,1972,"writer,miscellaneous","tt0052357,tt0044928,tt0047072,tt0045607",nm0178785
nm0179120,Richard Corben,1940,2020,"writer,art_department,director","tt2745606,tt0282425,tt1629348,tt0082509",nm0179120
nm0180428,Joe Cornish,1968,\N,"writer,director,editor","tt0478970,tt0983193,tt1478964,tt6811018",nm0180428
nm0181019,John William Corrington,1932,1988,"writer,miscellaneous","tt0069768,tt0080290,tt0480249,tt0067525",nm0181019
nm0181020,Joyce Hooper Corrington,1936,\N,"writer,producer","tt0067525,tt0480249,tt0080290,tt0069768",nm0181020
nm0181741,Don Coscarelli,1954,\N,"writer,director,producer","tt0079714,tt1783732,tt0083630,tt0281686",nm0181741
nm0181903,Panos Cosmatos,\N,\N,"writer,director,producer","tt8415836,tt1534085,tt6998518,tt0108358",nm0181903
nm0185848,Eli Craig,1972,\N,"director,actor,writer","tt1465522,tt0144814,tt0186566,tt2937366",nm0185848
nm0185976,Peter Craig,1969,\N,"writer,producer,director","tt1745960,tt1877830,tt1502397,tt0840361",nm0185976
nm0188357,Harry Crocker,1893,1958,"actor,miscellaneous,assistant_director","tt0021749,tt0018773,tt0018357,tt0024073",nm0188357
nm0189117,Beverley Cross,1931,1998,writer,"tt0057197,tt0800320,tt1646987,tt0082186",nm0189117
nm0190859,Alfonso Cuarón,1961,\N,"writer,producer,director","tt0245574,tt1454468,tt0206634,tt6155172",nm0190859
nm0190861,Jonás Cuarón,1981,\N,"writer,producer,director","tt0984969,tt1454468,tt3147312,tt3277552",nm0190861
nm0191547,Johnston McCulley,1883,1958,writer,"tt0120746,tt0011439,tt0386140,tt0016989",nm0191547
nm0191717,Jill Culton,\N,\N,"animation_department,art_department,writer","tt6324278,tt0198781,tt0400717,tt0120623",nm0191717
nm0192384,Lowell Cunningham,1959,\N,"writer,actor,camera_department","tt0120912,tt2283336,tt0119654,tt1409024",nm0192384
nm0193485,Richard Curtis,1956,\N,"writer,producer,director","tt1131729,tt0314331,tt0109831,tt2194499",nm0193485
nm0193854,Neil Cuthbert,\N,\N,writer,"tt0107120,tt0132347,tt0098193,tt0180052",nm0193854
nm0196932,Julie Margaret Hogben,\N,\N,"writer,miscellaneous,producer","tt1182887,tt8543390,tt0108894,tt0200276",nm0196932
nm0197855,John Francis Daley,1985,\N,"actor,writer,producer","tt1524930,tt0460627,tt2250912,tt0348333",nm0197855
nm0198557,Salvador Dalí,1904,1989,"writer,art_department,actor","tt0038109,tt0318155,tt0044555,tt0021577",nm0198557
nm0201509,Eric Darnell,1961,\N,"writer,miscellaneous,director","tt0479952,tt13050556,tt0120587,tt0351283",nm0201509
nm0202425,Ken Daurio,\N,\N,"writer,producer,director","tt11808942,tt0258470,tt0451079,tt1323594",nm0202425
nm0203183,Lisa Davidowitz,\N,\N,writer,"tt0263757,tt0369100",nm0203183
nm0203577,Andrew Davies,1936,\N,"writer,producer,script_department","tt0243155,tt0317198,tt1856010,tt1509767",nm0203577
nm0204000,Tod Davies,1955,\N,"art_department,producer,actress","tt0167454,tt0096875,tt1379734,tt0120669",nm0204000
nm0204030,Will Davies,\N,\N,"writer,producer,script_department","tt0424095,tt0105477,tt0892769,tt6921996",nm0204030
nm0208310,Arnaldo de Farias,\N,\N,writer,"tt0193422,tt0187056,tt0187517,tt0187583",nm0208310
nm0208854,Rolf de Heer,1951,\N,"producer,director,writer","tt0466399,tt0338706,tt3244512,tt0106341",nm0208854
nm0210320,Kirk DeMicco,1969,\N,"writer,director,soundtrack","tt0481499,tt3874544,tt0376105,tt6338498",nm0210320
nm0211823,Steven E. de Souza,1947,\N,"writer,producer,miscellaneous","tt0325703,tt0083511,tt0095016,tt0088944",nm0211823
nm0213450,Dean DeBlois,1970,\N,"writer,animation_department,art_department","tt1646971,tt2386490,tt0275847,tt0892769",nm0213450
nm0214659,Brian Degas,1935,2020,"writer,producer,script_department","tt0062711,tt0103577,tt0055701,tt0062861",nm0214659
nm0214989,Paul Dehn,1912,1976,"writer,music_department,producer","tt0058150,tt0065462,tt0071877,tt0059749",nm0214989
nm0215455,Ronnie Del Carmen,1959,\N,"art_department,animation_department,miscellaneous","tt0166813,tt1049413,tt0111970,tt2096673",nm0215455
nm0217258,Enzo Dell'Aquila,\N,\N,"writer,director,assistant_director","tt0062157,tt0171279,tt0197806,tt0171038",nm0217258
nm0218621,James DeMonaco,1969,\N,"writer,producer,director","tt6133466,tt2975578,tt2184339,tt4094724",nm0218621
nm0219670,Roger Q. Denny,\N,\N,"writer,director","tt0844342,tt0240595,tt0350692,tt1523482",nm0219670
nm0220600,Scott Derrickson,1966,\N,"producer,director,writer","tt1922777,tt1211837,tt7144666,tt2377322",nm0220600
nm0222519,André Devigny,1916,1999,writer,tt0049902,nm0222519
nm0223939,Michael Di Jiacomo,\N,\N,"writer,director,producer","tt0118621,tt8219248,tt1034293,tt1396523",nm0223939
nm0223964,Fernando Di Leo,1932,2003,"writer,director,actor","tt0069818,tt0067429,tt0068902,tt0072010",nm0223964
nm0224345,Tito Di Stefano,\N,\N,writer,tt0068346,nm0224345
nm0224634,I.A.L. Diamond,1920,1988,"writer,producer,soundtrack","tt0053291,tt0060424,tt0053604,tt0066249",nm0224634
nm0225820,Joan Didion,1934,2021,"writer,miscellaneous","tt7456312,tt1517451,tt0118055,tt0075265",nm0225820
nm0225942,William Diehl,1924,2006,"writer,director,actor","tt0790749,tt9189260,tt0117381,tt0257122",nm0225942
nm0227704,Paul Dini,1957,\N,"writer,producer,miscellaneous","tt0103359,tt0411008,tt0147746,tt0118266",nm0227704
nm0228262,Mark DiSalle,\N,\N,"producer,actor,writer","tt0092675,tt3082898,tt0097659,tt4824302",nm0228262
nm0228492,Steve Ditko,1927,2018,"writer,producer,miscellaneous","tt0145487,tt0948470,tt0316654,tt2250912",nm0228492
nm0229569,Péter Dobai,1944,\N,"writer,actor,director","tt0082736,tt0111341,tt0249241,tt0080577",nm0229569
nm0229694,David Dobkin,1969,\N,"producer,director,writer","tt1872194,tt1972591,tt8580274,tt0790736",nm0229694
nm0230032,Pete Docter,1968,\N,"producer,writer,director","tt1049413,tt2096673,tt2948372,tt0910970",nm0230032
nm0230058,Ali Afshar,\N,\N,"actor,producer,writer","tt13055780,tt1001508,tt4303202,tt0120188",nm0230058
nm0230666,Walt Dohrn,1970,\N,"writer,actor,art_department","tt0864835,tt1679335,tt0892791,tt0413267",nm0230666
nm0230859,Xavier Dolan,1989,\N,"actor,director,writer","tt3612616,tt1600524,tt1424797,tt2427892",nm0230859
nm0231596,Andrew Dominik,1967,\N,"director,writer,camera_department","tt0221073,tt0443680,tt1764234,tt1655389",nm0231596
nm0231946,Heather Donahue,1974,\N,"actress,writer","tt0204175,tt0220034,tt0289830,tt0185937",nm0231946
nm0232924,Walter Donohue,\N,\N,"miscellaneous,producer,writer","tt0107756,tt0087884,tt2088003,tt0101458",nm0232924
nm0233112,Fabrizio Donvito,\N,\N,"producer,writer,visual_effects","tt3741632,tt9207700,tt11892916,tt2465578",nm0233112
nm0235719,John Erick Dowdle,1972,\N,"writer,director,producer","tt1781922,tt2870612,tt1314655,tt1082868",nm0235719
nm0236966,Matt Drake,\N,\N,writer,"tt1196948,tt0212604,tt1636826,tt0115369",nm0236966
nm0238256,Kevin Droney,1948,\N,"writer,producer,script_department","tt0112893,tt0113855,tt0103442,tt0131646",nm0238256
nm0238668,Ann Druyan,1949,\N,"writer,director,producer","tt2395695,tt0118884,tt11170862,tt0081846",nm0238668
nm0238757,Derek Drymon,1968,\N,"writer,animation_department,art_department","tt5774060,tt0206512,tt0154061,tt0438719",nm0238757
nm0238841,Don Mancini,1963,\N,"writer,producer,director","tt0094862,tt0387575,tt0144120,tt3280262",nm0238841
nm0238898,Daphne Du Maurier,1907,1989,writer,"tt0069995,tt2235695,tt0056869,tt0032976",nm0238898
nm0239051,Louise DuArt,1950,\N,"actress,soundtrack,producer","tt8974850,tt13341848,tt11278476,tt16047114",nm0239051
nm0239063,Anselmo Duarte,1920,2009,"actor,writer,director","tt0186008,tt0186674,tt0056322,tt0159406",nm0239063
nm0241416,Alexandre Dumas,1802,1870,"writer,soundtrack","tt1509767,tt0108333,tt0245844,tt0120744",nm0241416
nm0242756,Ryan Dunn,1977,2011,"actor,writer,producer","tt0322802,tt0493430,tt1116184,tt1594278",nm0242756
nm0242757,Sam Dunn,\N,\N,"producer,director,writer","tt3228830,tt4130418,tt0478209,tt1545103",nm0242757
nm0242869,John Gregory Dunne,1932,2003,writer,"tt0118055,tt0075265,tt1517451,tt0067549",nm0242869
nm0243233,Mark Duplass,1976,\N,"actor,producer,writer","tt1862079,tt2428170,tt1742336,tt3654796",nm0243233
nm0243921,Marguerite Duras,1914,1996,"writer,director,actress","tt0087205,tt0075799,tt0052893,tt0073166",nm0243921
nm0244110,Todd Durham,\N,\N,"writer,producer,director","tt0141270,tt2510894,tt0837562",nm0244110
nm0246827,Gyuri Dósa Kiss,\N,\N,"actor,writer",tt0249241,nm0246827
nm0247653,Kevin Eastman,1962,\N,"writer,actor,producer","tt1291150,tt0108308,tt0100758,tt0103060",nm0247653
nm0248942,Uli Edel,1947,\N,"director,writer,producer","tt0765432,tt0097714,tt0082176,tt2293522",nm0248942
nm0249291,Joel Edgerton,1974,\N,"actor,writer,producer","tt7008872,tt4178092,tt4669986,tt1343092",nm0249291
nm0249897,Cory Edwards,1968,\N,"writer,actor,director","tt0138359,tt0765446,tt0844993,tt0443536",nm0249897
nm0250410,Todd Edwards,1971,\N,"writer,director,actor","tt1019442,tt0443536,tt0138359,tt13609712",nm0250410
nm0250995,Ralph Eggleston,1965,2022,"animation_department,art_department,production_designer","tt0198781,tt0910970,tt2096673,tt0266543",nm0250995
nm0251536,Bernd Eichinger,1949,2011,"producer,writer,actor","tt0363163,tt0765432,tt0396171,tt0091605",nm0251536
nm0254645,Ted Elliott,1961,\N,"writer,producer,miscellaneous","tt0126029,tt0325980,tt1210819,tt0103639",nm0254645
nm0254735,Bret Easton Ellis,1964,\N,"writer,producer,director","tt0093407,tt0292644,tt0144084,tt2292959",nm0254735
nm0255278,James Ellroy,1948,\N,"writer,producer,actor","tt0119488,tt0421073,tt0185014,tt0387877",nm0255278
nm0255296,Carl Ellsworth,\N,\N,"writer,miscellaneous,actor","tt0486822,tt10059518,tt0421239,tt1234719",nm0255296
nm0256079,Matt Ember,1961,\N,"producer,writer,script_department","tt2224026,tt0427229,tt0425061,tt0848537",nm0256079
nm0257424,Dave England,1969,\N,"actor,writer,miscellaneous","tt0264263,tt0322802,tt11466222,tt0493430",nm0257424
nm0257513,Ryan Engle,1979,\N,"writer,director,producer","tt1590193,tt2024469,tt2231461,tt7137846",nm0257513
nm0258059,Thom Enriquez,\N,\N,"art_department,animation_department,production_designer","tt1001526,tt0119282,tt0087332,tt0130623",nm0258059
nm0258390,Jack Epps Jr.,1949,\N,"writer,camera_department,producer","tt0099422,tt0118615,tt1745960,tt0092099",nm0258390
nm0258493,Julius J. Epstein,1909,2000,"writer,producer","tt0034583,tt0069080,tt0036613,tt0084591",nm0258493
nm0258525,Philip G. Epstein,1909,1952,"writer,producer","tt0034583,tt0036613,tt0029303,tt0037094",nm0258525
nm0260675,John Eskow,\N,\N,"writer,producer","tt0120746,tt12586592,tt0098097,tt0099005",nm0260675
nm0262325,Jeffrey Eugenides,1960,\N,"writer,actor","tt0889573,tt3529612,tt2107824,tt0159097",nm0262325
nm0262595,Bruce A. Evans,1946,\N,"writer,producer,director","tt0092005,tt0104647,tt0088172,tt0780571",nm0262595
nm0264338,Carlos Ezquerra,1947,2018,writer,"tt1343727,tt6873692,tt0113492,tt3142252",nm0264338
nm0266045,Adriana Falcão,\N,\N,"writer,producer,script_department","tt0271383,tt4690052,tt0457076,tt0448927",nm0266045
nm0266049,João Falcão,1958,\N,"writer,director,music_department","tt2145850,tt0271383,tt0367975,tt0457076",nm0266049
nm0266673,Barry Fanaro,\N,\N,"producer,writer,miscellaneous","tt0088526,tt0120912,tt0116778,tt0762107",nm0266673
nm0266684,Hampton Fancher,1938,\N,"actor,writer,director","tt0097880,tt0151582,tt1856101,tt0083658",nm0266684
nm0267287,Coralie Fargeat,\N,\N,"director,writer,assistant_director","tt4268262,tt0396909,tt6738136,tt17526714",nm0267287
nm0267805,Todd Farmer,1968,\N,"writer,actor,producer","tt1502404,tt1179891,tt0211443,tt0425430",nm0267805
nm0268779,Howard Fast,1914,2003,writer,"tt0040720,tt0054331,tt0363319,tt0772139",nm0268779
nm0269502,John Fawcett,1968,\N,"director,producer,writer","tt2234222,tt0118763,tt0210070,tt0411267",nm0269502
nm0270486,György Fehér,1939,2002,"director,actor,cinematographer","tt8460608,tt0141874,tt0100732,tt0249241",nm0270486
nm0271501,Julian Fellowes,1949,\N,"writer,actor,producer","tt1606375,tt1031241,tt0369053,tt0280707",nm0271501
nm0272045,Frank Fenton,1903,1971,"writer,miscellaneous","tt0043782,tt0043643,tt0040835,tt0047422",nm0272045
nm0272090,Thomas Fenton,\N,\N,"writer,camera_department,director","tt0890870,tt0128620,tt0106761,tt2537176",nm0272090
nm0272324,Spike Feresten,1964,\N,"writer,producer,miscellaneous","tt0098904,tt0247113,tt0389790,tt0285669",nm0272324
nm0272511,Larry Ferguson,1940,\N,"writer,actor,director","tt0246894,tt0103644,tt0099810,tt0091203",nm0272511
nm0274905,Michael Ferris,1961,\N,"writer,miscellaneous,producer","tt0113957,tt0119174,tt0181852,tt0986263",nm0274905
nm0275244,Larry Fessenden,1963,\N,"actor,producer,director","tt1464580,tt1172994,tt0275067,tt0113241",nm0275244
nm0275264,Joachim Fest,1926,2006,"miscellaneous,writer,director","tt6521350,tt0191182,tt0363163,tt1882586",nm0275264
nm0275286,David S. Goyer,1965,\N,"writer,producer,director","tt1441135,tt0118929,tt0468569,tt0372784",nm0275286
nm0275486,Tina Fey,1970,\N,"writer,actress,producer","tt1279935,tt1850457,tt0377092,tt0496424",nm0275486
nm0276144,Helen Fielding,1958,\N,"writer,actress,producer","tt1473832,tt0317198,tt0243155,tt15392502",nm0276144
nm0276169,Tom Holland,1943,\N,"actor,writer,director","tt0089175,tt0086154,tt0117894,tt0094862",nm0276169
nm0276248,Greg Fields,1955,2002,"writer,producer,miscellaneous","tt0055708,tt0090685,tt0112115,tt0098830",nm0276248
nm0276252,Herbert Fields,1897,1958,"writer,actor","tt0048171,tt0027915,tt0021859,tt0030293",nm0276252
nm0276882,Jeff Filgo,\N,\N,"producer,writer,miscellaneous","tt0165598,tt0496312,tt1196141,tt0810922",nm0276882
nm0277730,Bill Finger,1914,1974,"writer,miscellaneous","tt1877830,tt0974015,tt12361974,tt7286456",nm0277730
nm0278626,Richard Fire,1945,2015,"writer,actor,miscellaneous","tt0101502,tt0238081,tt0095889,tt0099763",nm0278626
nm0280919,Ennio Flaiano,1910,1972,"writer,actor,assistant_director","tt0053779,tt0050783,tt0038891,tt0056801",nm0280919
nm0285379,Maya Forbes,\N,\N,"producer,writer,miscellaneous","tt0892782,tt0103466,tt2788432,tt1969062",nm0285379
nm0286121,Jean-Claude Forest,1930,1998,"writer,animation_department,art_department","tt5929888,tt4416750,tt22741444,tt0062711",nm0286121
nm0286790,Eric Forsberg,1959,\N,"writer,director,producer","tt1587807,tt0426396,tt4545704,tt0816594",nm0286790
nm0289708,Oscar Fraley,1914,1994,writer,"tt0094226,tt0106165,tt0052522,tt0051328",nm0289708
nm0289833,Michael France,1962,2013,writer,"tt0330793,tt0113189,tt0106582,tt0120667",nm0289833
nm0291082,Scott Frank,1960,\N,"writer,producer,director","tt0427470,tt10048342,tt3315342,tt0120780",nm0291082
nm0291905,David Franzoni,1947,\N,"writer,producer,director","tt0349683,tt0103973,tt0172495,tt0118607",nm0291905
nm0292712,Derek Freda,\N,\N,"producer,miscellaneous,production_manager","tt1116184,tt3063516,tt0119664,tt6495770",nm0292712
nm0293139,Alan Freedland,1964,\N,"producer,writer,miscellaneous","tt0118375,tt4543708,tt1231583,tt0317364",nm0293139
nm0293354,David F. Friedman,1923,2011,"producer,actor,writer","tt0162928,tt0067753,tt0125921,tt0062259",nm0293354
nm0293480,Leonard Freeman,1920,1974,"writer,producer,actor","tt0061747,tt0053534,tt1600194,tt0062568",nm0293480
nm0294379,Juan Carlos Fresnadillo,1967,\N,"producer,director,writer","tt0116233,tt0220580,tt1634121,tt0463854",nm0294379
nm0294997,Jason Friedberg,1970,\N,"writer,director,producer","tt1073498,tt1213644,tt0799949,tt1666186",nm0294997
nm0295165,Brent V. Friedman,1962,\N,"producer,writer,executive","tt0119707,tt0318252,tt0244365,tt0115151",nm0295165
nm0295791,John Frink,1959,\N,"producer,writer,miscellaneous","tt0096697,tt0118506,tt0462538,tt1985949",nm0295791
nm0297934,Kenta Fukasaku,1972,\N,"director,writer,assistant_director","tt0083726,tt1043877,tt0266308,tt0338763",nm0297934
nm0299134,Jorge Furtado,1959,\N,"writer,director,miscellaneous","tt0367859,tt0416979,tt0322629,tt7216954",nm0299134
nm0299301,John Fusco,\N,\N,"writer,producer,actor","tt0096487,tt0317648,tt0166813,tt1860242",nm0299301
nm0299586,Zoltán Fábri,1917,1994,"director,writer,production_designer","tt0075467,tt0058218,tt0082988,tt0057354",nm0299586
nm0301274,Neil Gaiman,1960,\N,"writer,producer,miscellaneous","tt0119698,tt0486655,tt0442933,tt1869454",nm0301274
nm0301826,Bob Gale,1951,\N,"writer,director,producer","tt0096874,tt0099088,tt0165832,tt0088763",nm0301826
nm0301961,Henrik Galeen,1881,1949,"writer,director,actor","tt0004026,tt0017438,tt0013442,tt0017621",nm0301961
nm0303056,Lew Gallo,1928,2000,"producer,actor,writer","tt0081825,tt0762107,tt0057393,tt0053183",nm0303056
nm0304665,Lowell Ganz,1948,\N,"writer,producer,miscellaneous","tt0358082,tt0109936,tt0088161,tt0098067",nm0304665
nm0304830,Robert Ben Garant,1970,\N,"producer,writer,actor","tt1469304,tt0370194,tt0395699,tt0499554",nm0304830
nm0305781,Gabriel García Márquez,1927,2014,"writer,actor,miscellaneous","tt0279754,tt0059147,tt0077195,tt0207023",nm0305781
nm0307257,Brian Garfield,1939,2018,"writer,producer","tt0080889,tt0071402,tt0804461,tt1137450",nm0307257
nm0307311,Louis Garfinkle,1928,2005,"writer,producer,director","tt2431566,tt0077416,tt0051755,tt0052793",nm0307311
nm0307497,Alex Garland,1970,\N,"writer,producer,director","tt0470752,tt13841850,tt2798920,tt0289043",nm0307497
nm0308376,Mick Garris,1951,\N,"writer,producer,director","tt0088478,tt0105428,tt7349910,tt0094919",nm0308376
nm0308604,Robert Carson,1909,1983,writer,"tt0047522,tt0075265,tt0029606,tt1517451",nm0308604
nm0309128,Andy Gaskill,1951,\N,"art_department,animation_department,miscellaneous","tt0097757,tt0084827,tt0110357,tt0119282",nm0309128
nm0309307,Kyle Gass,1960,\N,"actor,soundtrack,writer","tt0115798,tt0319343,tt0365830,tt0180241",nm0309307
nm0309633,Tudor Gates,1930,2007,"writer,producer,director","tt0074689,tt0199723,tt0070674,tt0062711",nm0309633
nm0309691,John Gatins,\N,\N,"actor,writer,producer","tt1907668,tt0433035,tt0477051,tt0265298",nm0309691
nm0310087,Peter Gaulke,\N,\N,"writer,actor,producer","tt0239949,tt0265087,tt0438097,tt0489282",nm0310087
nm0311316,Jack Geasland,\N,\N,"writer,producer","tt0094964,tt0306718",nm0311316
nm0312367,Bruce Geller,1930,1978,"writer,producer,soundtrack","tt0117060,tt0060009,tt0061277,tt2381249",nm0312367
nm0313570,Peter George,1924,1966,writer,tt0057012,nm0313570
nm0314153,Steve Gerber,1947,2008,"miscellaneous,writer","tt0118266,tt2015381,tt0091225,tt3896198",nm0314153
nm0314665,Chris Gerolmo,\N,\N,"writer,music_department,producer","tt0112681,tt0105830,tt0095647,tt0446241",nm0314665
nm0314870,Daniel Gerson,1966,2016,"writer,actor,miscellaneous","tt2245084,tt1453405,tt0198781,tt0396555",nm0314870
nm0315041,Ricky Gervais,1961,\N,"writer,producer,actor","tt0995039,tt1058017,tt0445114,tt0290978",nm0315041
nm0317279,Raynold Gideon,\N,\N,"actor,writer,producer","tt0112760,tt0780571,tt0088172,tt0092005",nm0317279
nm0317450,Dr. Seuss,1904,1991,"writer,producer,soundtrack","tt1482459,tt2709692,tt0248875,tt0170016",nm0317450
nm0317493,Keith Giffen,1952,\N,"writer,animation_department,art_department","tt4154796,tt2015381,tt3896198,tt4154756",nm0317493
nm0317510,Barry Gifford,1946,\N,"writer,actor,producer","tt10923392,tt0116922,tt1016071,tt0100935",nm0317510
nm0317834,Mateo Gil,1972,\N,"writer,director,assistant_director","tt0369702,tt1186830,tt4074928,tt0125659",nm0317834
nm0318429,David Giler,1943,2020,"producer,writer,actor","tt0090605,tt0370263,tt0103644,tt0118583",nm0318429
nm0319213,Vince Gilligan,1967,\N,"producer,writer,director","tt0903747,tt9243946,tt3032476,tt0106179",nm0319213
nm0319659,Dan Gilroy,1959,\N,"writer,director,producer","tt3731562,tt7043012,tt2872718,tt6000478",nm0319659
nm0320510,José Giovanni,1923,2004,"writer,director,actor","tt0095651,tt0063488,tt0231782,tt0180032",nm0320510
nm0320786,Jean 'Moebius' Giraud,1938,2012,"art_department,writer,director","tt0084827,tt0096754,tt0096446,tt0119116",nm0320786
nm0322368,Francis Glebas,1953,\N,"art_department,director,animation_department","tt0119282,tt0103639,tt0110357,tt0114148",nm0322368
nm0323708,Alain Godard,\N,\N,"writer,producer","tt0091605,tt0215750,tt2909116,tt1701210",nm0323708
nm0324875,Menahem Golan,1929,2014,"producer,writer,director","tt0090859,tt0080380,tt0093692,tt0089489",nm0324875
nm0325175,Daniel Goldberg,\N,\N,"producer,writer,assistant_director","tt0110216,tt0079540,tt0083131,tt0117705",nm0325175
nm0325267,Mel Goldberg,1922,2015,writer,"tt0061747,tt0043238,tt0062568,tt0058791",nm0325267
nm0325533,Michael Goldenberg,1965,\N,"writer,director,producer","tt0316396,tt1133985,tt0373889,tt0118884",nm0325533
nm0325653,Daniel Goldin,\N,\N,"writer,script_department,miscellaneous","tt0105078,tt0281432,tt0099365",nm0325653
nm0325662,Joshua Goldin,\N,\N,"writer,producer,director","tt0455275,tt0857275,tt0099365,tt2761630",nm0325662
nm0325743,Bo Goldman,1932,\N,"writer,producer,script_department","tt0081150,tt0073486,tt0105323,tt0119643",nm0325743
nm0325778,Gary Goldman,1953,\N,"writer,producer,miscellaneous","tt0100802,tt0181689,tt0435705,tt1386703",nm0325778
nm0326040,Akiva Goldsman,1962,\N,"producer,writer,director","tt12327578,tt0352248,tt0118688,tt0268978",nm0326040
nm0326173,Bruce Goldstein,\N,\N,"writer,director,producer","tt0060675,tt0104993,tt0015324,tt0087419",nm0326173
nm0326246,Jonathan Goldstein,1969,\N,"producer,writer,miscellaneous","tt2906216,tt2704998,tt1499658,tt2250912",nm0326246
nm0326814,Ed Gombert,1951,\N,"animation_department,art_department,writer","tt0114148,tt0103639,tt0120762,tt0110357",nm0326814
nm0326852,Dias Gomes,1922,1999,"writer,art_department","tt0149420,tt0154055,tt0240257,tt0209800",nm0326852
nm0327113,Jumpei Gomikawa,1916,1995,"writer,producer","tt0055233,tt0053115,tt0323921,tt0053114",nm0327113
nm0327273,Michel Gondry,1963,\N,"director,writer,producer","tt0799934,tt1618445,tt0354899,tt0338013",nm0327273
nm0327944,Alejandro G. Iñárritu,1963,\N,"producer,director,writer","tt2562232,tt1164999,tt1663202,tt0449467",nm0327944
nm0328987,J. Mills Goodloe,1966,\N,"miscellaneous,writer,actor","tt0122151,tt0260924,tt1655441,tt0110478",nm0328987
nm0329304,Frances Goodrich,1890,1984,"writer,soundtrack","tt0038650,tt0047472,tt0040308,tt0025878",nm0329304
nm0330565,Robert Gordon,\N,\N,"writer,producer","tt0339291,tt0346156,tt0120912,tt0177789",nm0330565
nm0330830,Fridrikh Gorenshteyn,1932,2002,writer,"tt0069293,tt0171726,tt0480562,tt0075119",nm0330830
nm0330948,Jean-Pierre Gorin,1943,\N,"director,writer,editor","tt0104953,tt0069398,tt0170107,tt0274069",nm0330948
nm0331956,Carl Gottlieb,1938,\N,"writer,producer,actor","tt0082146,tt0085450,tt0077766",nm0331956
nm0332184,Alfred Gough,1967,\N,"writer,producer,director","tt0184894,tt1464540,tt0279600,tt0316654",nm0332184
nm0333240,Greg Grabianski,\N,\N,"writer,director,producer","tt0257106,tt2133321,tt1391696,tt2137993",nm0333240
nm0338169,Michael Green,\N,\N,"producer,writer,miscellaneous","tt0813715,tt1133985,tt3315342,tt1856101",nm0338169
nm0338396,Walon Green,1936,\N,"producer,writer,miscellaneous","tt0098844,tt0106079,tt0065214,tt0067197",nm0338396
